"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.27793605727346,0.995,0.655,0,"2","Mapt"
0,1.54817783373776,0.562,0.223,0,"2","Cacna2d2"
0,1.5470001351245,0.543,0.205,0,"2","Ccdc85a"
0,2.69023546140509,0.444,0.106,0,"2","Zfp804b"
0,1.64235586802276,0.569,0.231,0,"2","Clstn2"
0,1.35784993011453,0.573,0.236,0,"2","Shank1"
0,1.1436295527082,0.954,0.618,0,"2","Xkr4"
0,1.49138111833071,0.602,0.266,0,"2","Gnai1"
0,1.27186797136171,0.613,0.277,0,"2","Vat1l"
0,0.780995431439961,0.892,0.558,0,"2","Kcnd2"
0,1.09054615188617,0.648,0.315,0,"2","Gabrg2"
0,1.26499857650291,0.643,0.311,0,"2","Prkce"
0,0.984972170202961,0.864,0.532,0,"2","Pnmal2"
0,1.14889830134998,0.601,0.269,0,"2","Sez6l2"
0,1.08589666628356,0.63,0.299,0,"2","L1cam"
0,1.13104631860976,0.637,0.306,0,"2","Pcp4"
0,1.06111851542102,0.772,0.442,0,"2","Khdrbs2"
0,1.09171916489525,0.607,0.277,0,"2","Syn2"
0,1.54800473458536,0.531,0.202,0,"2","Syngr3"
0,0.780205712752309,0.869,0.541,0,"2","Scn3a"
0,0.916472236233567,0.92,0.593,0,"2","Rab3a"
0,1.48188610727008,0.516,0.189,0,"2","Eef1a2"
0,0.914533315295596,0.594,0.267,0,"2","Spock1"
0,1.26722976999818,0.566,0.239,0,"2","Psd"
0,1.23060999309033,0.615,0.29,0,"2","Syn1"
0,1.57954339134015,0.613,0.288,0,"2","Cep112"
0,1.03052597064107,0.966,0.643,0,"2","Gria2"
0,1.02977661385627,0.838,0.515,0,"2","Inpp5f"
0,1.20677107363671,0.602,0.28,0,"2","Slc24a3"
0,1.3742199448497,0.561,0.24,0,"2","Gnaz"
0,0.950517489974467,0.741,0.42,0,"2","Bmerb1"
0,1.45698014384131,0.468,0.148,0,"2","A230103L15Rik"
0,1.9577496505889,0.448,0.128,0,"2","Ryr2"
0,1.56075475608873,0.484,0.164,0,"2","Pak6"
0,0.935872821578172,0.921,0.602,0,"2","Lrrc7"
0,1.4164023327904,0.688,0.369,0,"2","Kirrel3"
0,0.832321494923028,0.938,0.619,0,"2","Gng3"
0,1.26928393089912,0.56,0.242,0,"2","Epb41l1"
0,1.54258988491203,0.528,0.21,0,"2","Gabrb2"
0,1.59641836651519,0.494,0.176,0,"2","Clstn3"
0,1.00322559269435,0.647,0.33,0,"2","Nmnat2"
0,1.08622220273014,0.725,0.408,0,"2","Lrp1b"
0,1.08164875982562,0.743,0.426,0,"2","Dtd1"
0,1.20153290409014,0.7,0.383,0,"2","Camk2n2"
0,1.3960731277113,0.534,0.219,0,"2","Pnck"
0,1.29830316664695,0.616,0.301,0,"2","Tmeff2"
0,1.89404399413517,0.442,0.127,0,"2","Cobl"
